# Annotated with Bakta
# Software: v1.9.3
# Database: v5.1, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_147	cds	9379	9648	+	FGANDE_01410	rpsO	30S ribosomal protein S15	COG:COG0184, COG:J, GO:0000314, GO:0003735, GO:0005737, GO:0005840, GO:0006412, GO:0019843, GO:0022627, GO:1990904, RefSeq:WP_002263008.1, SO:0001217, UniParc:UPI00000E2D33, UniRef:UniRef100_Q8DWB3, UniRef:UniRef50_A3CQH4, UniRef:UniRef90_A3CQH4
contig_150	cds	6	1760	+	FGANDE_01415	treB	PTS trehalose transporter subunit IIBC	COG:COG2190, COG:G, EC:2.7.1.201, GO:0008982, GO:0009401, GO:0015574, GO:0015771, GO:0016020, KEGG:K02819, SO:0001217, UniRef:UniRef50_Q8DNI6, UniRef:UniRef90_Q8KST1
contig_151	cds	139	1371	+	FGANDE_01420	clpX	ATP-dependent Clp protease ATP-binding subunit ClpX	COG:COG1219, COG:O, GO:0005524, GO:0008270, GO:0016887, GO:0046983, GO:0051082, GO:0140662, RefSeq:WP_002262816.1, SO:0001217, UniParc:UPI00000E2FAB, UniRef:UniRef100_Q8DUI0, UniRef:UniRef50_Q8DUI0, UniRef:UniRef90_Q8DUI0
contig_151	cds	1387	1980	+	FGANDE_01425	yihA	ribosome biogenesis GTP-binding protein YihA/YsxC	COG:COG0218, COG:D, GO:0000917, GO:0003924, GO:0005525, GO:0005737, GO:0042254, GO:0043022, GO:0046872, SO:0001217, UniRef:UniRef50_P38424, UniRef:UniRef90_Q8DUH9
contig_152	cds	758	1372	-	FGANDE_01430		Lysozyme family protein	SO:0001217, UniRef:UniRef50_Q99ZN9, UniRef:UniRef90_A0A2J9QF12
contig_152	cds	1374	2159	-	FGANDE_01435		Pseudouridylate synthases, 23S RNA-specific	SO:0001217, UniRef:UniRef50_Q8DU68, UniRef:UniRef90_Q8DU68
contig_153	cds	998	1648	-	FGANDE_01440		ABC transporter ATP-binding protein	SO:0001217, UniRef:UniRef50_A0A2J9QEQ2, UniRef:UniRef90_A0A2J9QEQ2
contig_154	cds	94	1758	+	FGANDE_01445	rnjA	mRNA degradation ribonuclease J1/J2	COG:COG0595, COG:J, RefSeq:WP_002266198.1, SO:0001217, UniParc:UPI000264EE47, UniRef:UniRef100_A0A2J9QDG1, UniRef:UniRef50_Q8K7S6, UniRef:UniRef90_Q8DTB3
contig_155	cds	54	929	-	FGANDE_01450	abiF	Abortive infection bacteriophage resistance protein	COG:COG4823, COG:V, SO:0001217, UniRef:UniRef50_Q8DWK3, UniRef:UniRef90_Q8DWK3
contig_155	cds	1424	1645	-	FGANDE_01455		hypothetical protein	
contig_156	cds	94	1356	-	FGANDE_01460	glyA	Serine hydroxymethyltransferase	COG:COG0112, COG:E, EC:2.1.2.1, GO:0004372, GO:0005737, GO:0019264, GO:0030170, GO:0035999, RefSeq:WP_002265987.1, SO:0001217, UniParc:UPI0002B5860E, UniRef:UniRef100_UPI0002B5860E, UniRef:UniRef50_Q8DU67, UniRef:UniRef90_Q8DU67
contig_157	cds	255	575	-	FGANDE_01465		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI0002B5B2AF
contig_157	cds	572	991	-	FGANDE_01470		hypothetical protein	
contig_158	cds	99	338	+	FGANDE_01475	ylqC	putative RNA-binding protein YlqC, contains KH domain, UPF0109 family	COG:COG1837, COG:R, RefSeq:WP_002262014.1, SO:0001217, UniParc:UPI00000E2F71, UniRef:UniRef100_A0A2J9QER9, UniRef:UniRef50_A0A0H2ZMB4, UniRef:UniRef90_A0A2J9QER9
contig_158	cds	427	945	+	FGANDE_01480	rimM	ribosome maturation factor RimM	COG:COG0806, COG:J, GO:0003723, GO:0005737, GO:0005840, GO:0006364, GO:0042274, GO:0043022, RefSeq:WP_002262015.1, SO:0001217, UniParc:UPI00000E2F72, UniRef:UniRef100_Q8DUN7, UniRef:UniRef50_Q8DUN7, UniRef:UniRef90_Q8DUN7
contig_158	cds	935	1657	+	FGANDE_01485	trmD	tRNA (guanosine(37)-N1)-methyltransferase TrmD	COG:COG0336, COG:J, EC:2.1.1.228, GO:0005737, GO:0008033, GO:0052906, SO:0001217, UniRef:UniRef50_Q9CFB7, UniRef:UniRef90_Q8DUN6
contig_158	cds	1756	2754	+	FGANDE_01490	trxB	Ferredoxin--NADP reductase	COG:COG0492, COG:O, EC:1.18.1.2, GO:0004324, GO:0050660, GO:0050661, KEGG:K21567, SO:0001217, UniRef:UniRef50_Q8DUN5, UniRef:UniRef90_Q8DUN5
contig_159	cds	396	767	+	FGANDE_01495		hypothetical protein	
contig_160	cds	54	521	+	FGANDE_01500		zinc ABC transporter substrate-binding protein	SO:0001217, UniRef:UniRef50_UPI000A5210A9
contig_160	cds	705	1358	+	FGANDE_01505	mntR	Mn-dependent transcriptional regulator MntR, DtxR family	COG:COG1321, COG:K, RefSeq:WP_002262032.1, SO:0001217, UniParc:UPI00000DCE32, UniRef:UniRef100_Q9KIJ2, UniRef:UniRef50_Q9RFN3, UniRef:UniRef90_Q9KIJ2
contig_160	cds	1538	1729	-	FGANDE_01510		Dihydrouridine synthase	SO:0001217, UniRef:UniRef50_E1LV15
contig_162	cds	37	453	+	FGANDE_01515		Polyketide cyclase	RefSeq:WP_002265663.1, SO:0001217, UniParc:UPI0001B0565B, UniRef:UniRef100_A0A2J9QFS6, UniRef:UniRef50_Q8DVN6, UniRef:UniRef90_Q8DVN6
contig_162	cds	450	908	+	FGANDE_01520	marR	DNA-binding transcriptional regulator, MarR family	COG:COG1846, COG:K, RefSeq:WP_002269710.1, SO:0001217, UniParc:UPI0002B51DD5, UniRef:UniRef100_UPI0002B51DD5, UniRef:UniRef50_D0RX03, UniRef:UniRef90_A0A0E2ITY2
contig_162	cds	901	1170	+	FGANDE_01525		EVE domain-containing protein	SO:0001217, UniRef:UniRef50_A0A8S9ABV6
contig_163	cds	80	568	+	FGANDE_01530		Formyltetrahydrofolate synthetase	SO:0001217, UniRef:UniRef50_A0A8E0MCP3
contig_163	cds	755	1219	+	FGANDE_01535	tnp	IS200/IS605 family transposase	GO:0004803, SO:0001217, UniRef:UniRef50_K0YHV9, UniRef:UniRef90_A0A1L7LJM6
contig_164	cds	226	1317	-	FGANDE_01540	ulaG	L-ascorbate 6-phosphate lactonase	COG:COG2220, COG:G, EC:3.1.1.-, GO:0019854, GO:0030145, GO:0035460, RefSeq:WP_002263526.1, SO:0001217, UniParc:UPI00000E2DA2, UniRef:UniRef100_A0A2J9QGB8, UniRef:UniRef50_Q83IJ0, UniRef:UniRef90_A0A0E1EJG2
contig_165	cds	553	1368	-	FGANDE_01545	hisJ	ABC-type amino acid transport/signal transduction system, periplasmic component/domain	COG:COG0834, COG:ET, RefSeq:WP_002278817.1, SO:0001217, UniParc:UPI0002B54DA9, UniRef:UniRef100_UPI0002B54DA9, UniRef:UniRef50_A0A0Z8BS89, UniRef:UniRef90_Q8DUT1
contig_165	cds	1476	1907	-	FGANDE_01550	yjhB	ADP-ribose pyrophosphatase YjhB, NUDIX family	COG:COG1051, COG:F, RefSeq:WP_179959559.1, SO:0001217, UniParc:UPI0015D322DA, UniRef:UniRef100_UPI0002B4FD7A, UniRef:UniRef50_G6A286, UniRef:UniRef90_A0A2J9QEW8
contig_166	cds	97	612	+	FGANDE_01555		Regulator of chromosome segregation-like C-terminal domain-containing protein	RefSeq:WP_002262626.1, SO:0001217, UniParc:UPI00000E2DF0, UniRef:UniRef100_A0A2J9QG02, UniRef:UniRef50_A0A0H2ZKY7, UniRef:UniRef90_J3FAL7
contig_166	cds	708	1373	-	FGANDE_01560		NAD(P)H-flavin oxidoreductase	SO:0001217, UniRef:UniRef50_O34475, UniRef:UniRef90_A0A829BNI2
contig_166	cds	1509	1868	+	FGANDE_01565		HTH hxlR-type domain-containing protein	RefSeq:WP_002267768.1, SO:0001217, UniParc:UPI0002B5DAE1, UniRef:UniRef100_UPI0002B5DAE1, UniRef:UniRef50_K9D1D8, UniRef:UniRef90_A0A829BSG6
contig_167	cds	57	1865	+	FGANDE_01570		glycoside hydrolase family 68 protein	EC:2.4.1.9, KEGG:K20811, SO:0001217, UniRef:UniRef50_A0A558K252, UniRef:UniRef90_UPI001EEB8EB3
contig_167	cds	2056	2445	-	FGANDE_01575		Peptidase S24/S26A/S26B/S26C domain-containing protein	SO:0001217, UniRef:UniRef50_A0A368UC33
contig_168	ncRNA-region	60	186	-			Ribosomal protein L20 leader	RFAM:RF00558, SO:0000140
contig_168	cds	210	893	-	FGANDE_01580	cmk	(d)CMP kinase	COG:COG0283, COG:F, EC:2.7.4.25, GO:0004127, GO:0005524, GO:0005737, GO:0006220, GO:0015949, GO:0016310, GO:0036430, GO:0036431, RefSeq:WP_011074539.1, SO:0001217, UniParc:UPI00000E2EEA, UniRef:UniRef100_Q8DV23, UniRef:UniRef50_Q5XCU3, UniRef:UniRef90_Q8DV23
contig_168	cds	904	1386	-	FGANDE_01585		SAG1386/EF1546 family surface-associated protein	RefSeq:WP_002263330.1, SO:0001217, UniParc:UPI00000E2EE9, UniRef:UniRef100_Q53UB1, UniRef:UniRef50_A0A4V0C0U8, UniRef:UniRef90_A0A1L7LKI7
contig_169	cds	278	907	+	FGANDE_01590		(pseudo) histidine kinase	SO:0001217, UniRef:UniRef50_A0A0P0N963, UniRef:UniRef90_Q8DU14
contig_169	cds	1000	1881	+	FGANDE_01595	truB	tRNA pseudouridine(55) synthase TruB	COG:COG0130, COG:J, EC:5.4.99.25, GO:0003723, GO:0004730, GO:0006400, GO:0031119, GO:0106029, RefSeq:WP_002291173.1, SO:0001217, UniParc:UPI0002B5BF71, UniRef:UniRef100_UPI0002B5BF71, UniRef:UniRef50_Q97QJ3, UniRef:UniRef90_Q8DU15
contig_170	cds	223	441	+	FGANDE_01600		Bacteriocin peptide	RefSeq:WP_002270875.1, SO:0001217, UniParc:UPI0002B5B5BE, UniRef:UniRef100_UPI0002B5B5BE, UniRef:UniRef50_Q8CVC8, UniRef:UniRef90_Q8CVC8
contig_170	cds	634	1062	-	FGANDE_01605	yccU	putative CoA-binding protein	COG:COG1832, COG:R, RefSeq:WP_002299893.1, SO:0001217, UniParc:UPI0002B5EA2C, UniRef:UniRef100_UPI0002B5EA2C, UniRef:UniRef50_Q8DVZ4, UniRef:UniRef90_Q8DVZ4
contig_170	cds	1155	3791	-	FGANDE_01610	polA	DNA polymerase I	COG:COG0749, COG:L, EC:2.7.7.7, GO:0003887, GO:0006260, SO:0001217, UniRef:UniRef50_P59200, UniRef:UniRef90_Q8DVZ5
contig_170	cds	3950	4924	-	FGANDE_01615	panE	Ketopantoate reductase	COG:COG1893, COG:H, SO:0001217, UniRef:UniRef50_F2V153, UniRef:UniRef90_A0A1L7LLR8
contig_170	cds	4942	5325	-	FGANDE_01620		Integral membrane protein	RefSeq:WP_002263531.1, SO:0001217, UniParc:UPI00000E2DA7, UniRef:UniRef100_A0A2J9QG71, UniRef:UniRef50_A0A2X3W3I5, UniRef:UniRef90_A0A1L7LLL2
contig_170	cds	5325	5777	-	FGANDE_01625	lytT	DNA-binding response regulator, LytR/AlgR family	COG:COG3279, COG:KT, RefSeq:WP_002268963.1, SO:0001217, UniParc:UPI0002B53B9F, UniRef:UniRef100_UPI0002B53B9F, UniRef:UniRef50_Q8DVZ8, UniRef:UniRef90_Q8DVZ8
contig_171	cds	964	1482	+	FGANDE_01630		hypothetical protein	
contig_171	cds	1656	2750	-	FGANDE_01635		hypothetical protein	PFAM:PF13692.10
contig_172	cds	24	140	+	FGANDE_01640		(pseudo) hypothetical protein	SO:0001217, UniParc:UPI0001B05445, UniRef:UniRef100_Q8DSI1, UniRef:UniRef50_Q8DSI1, UniRef:UniRef90_Q8DSI1
contig_172	cds	156	773	+	FGANDE_01645		Phosphoribosylglycinamide synthetase	RefSeq:WP_002270240.1, SO:0001217, UniParc:UPI0002B580D0, UniRef:UniRef100_A0A2J9QCN5, UniRef:UniRef50_Q8DSI2, UniRef:UniRef90_Q8DSI2
contig_172	cds	878	1405	+	FGANDE_01650	yqeG	putative phosphohydrolase YqeG, HAD superfamily	COG:COG2179, COG:R, EC:3.1.3.-, KEGG:K07015, RefSeq:WP_002272668.1, SO:0001217, UniParc:UPI0002B5E3E5, UniRef:UniRef100_UPI0002B5E3E5, UniRef:UniRef50_Q8DNQ4, UniRef:UniRef90_Q8DSI3
contig_172	cds	1406	2512	+	FGANDE_01655	yqeH	ribosome biogenesis GTPase YqeH	COG:COG1161, COG:J, GO:0003924, GO:0005525, GO:0005737, GO:0042254, RefSeq:WP_002276471.1, SO:0001217, UniParc:UPI0002B5A06E, UniRef:UniRef100_UPI0002B5A06E, UniRef:UniRef50_A0A0F4LVG2, UniRef:UniRef90_Q8DSI4
contig_173	cds	82	957	+	FGANDE_01660	lysR	DNA-binding transcriptional regulator, LysR family	COG:COG0583, COG:K, RefSeq:WP_002273495.1, SO:0001217, UniParc:UPI0002B4EDB1, UniRef:UniRef100_UPI0002B4EDB1, UniRef:UniRef50_A0A380KLU8, UniRef:UniRef90_Q8DRZ3
contig_173	cds	1026	1679	+	FGANDE_01665		DUF4947 domain-containing protein	RefSeq:WP_088723825.1, SO:0001217, UniParc:UPI000B5471FF, UniRef:UniRef100_UPI000B5471FF, UniRef:UniRef50_A0A2X3VIL3, UniRef:UniRef90_A0A2J9QBI0
contig_173	cds	1885	2505	-	FGANDE_01670		Ferrochelatase	SO:0001217, UniRef:UniRef50_A0A2X2V7G5
contig_175	cds	113	2632	+	FGANDE_01675	secA	preprotein translocase subunit SecA	COG:COG0653, COG:U, EC:7.4.2.8, GO:0005524, GO:0005737, GO:0005886, GO:0006605, GO:0006886, GO:0008564, GO:0017038, GO:0046872, GO:0065002, KEGG:K03070, RefSeq:WP_002265003.1, SO:0001217, UniParc:UPI000264F006, UniRef:UniRef100_UPI000264F006, UniRef:UniRef50_Q9AET4, UniRef:UniRef90_Q8DSF0
contig_176	cds	251	1861	+	FGANDE_01680	pyrG	CTP synthase	COG:COG0504, COG:F, EC:6.3.4.2, GO:0003883, GO:0004359, GO:0005524, GO:0006221, GO:0006241, GO:0006541, GO:0044210, GO:0046872, RefSeq:WP_002263575.1, SO:0001217, UniParc:UPI00000E2D03, UniRef:UniRef100_Q8DWG1, UniRef:UniRef50_O87761, UniRef:UniRef90_Q8DWG1
contig_177	cds	61	558	+	FGANDE_01685		hypothetical protein	
contig_177	cds	560	1012	+	FGANDE_01690	rplI	50S ribosomal protein L9	COG:COG0359, COG:J, GO:0000311, GO:0003735, GO:0005840, GO:0006412, GO:0019843, GO:0022625, GO:1990904, KEGG:K02939, RefSeq:WP_002264232.1, SO:0001217, UniParc:UPI0001B054EE, UniRef:UniRef100_A0A2J9QBP8, UniRef:UniRef50_B9DPY3, UniRef:UniRef90_Q8DRS8
contig_178	cds	1206	2735	-	FGANDE_01695	malQ	4-alpha-glucanotransferase	COG:COG1640, COG:G, EC:2.4.1.25, GO:0004134, GO:0005980, SO:0001217, UniRef:UniRef50_P0A3Q0, UniRef:UniRef90_Q8DT30
contig_178	cds	2842	3867	-	FGANDE_01700	purR	DNA-binding transcriptional regulator, LacI/PurR family	COG:COG1609, COG:K, RefSeq:WP_002268559.1, SO:0001217, UniParc:UPI0002B57CB1, UniRef:UniRef100_A0A2J9QE20, UniRef:UniRef50_A0A2D4DPS7, UniRef:UniRef90_Q8DT29
contig_179	cds	311	502	-	FGANDE_01705		DNA alkylation repair enzyme	SO:0001217, UniRef:UniRef50_A0A0R1MJ53
contig_179	cds	499	993	-	FGANDE_01710	alkD	(pseudo) 3-methyladenine DNA glycosylase AlkD	COG:COG4912, COG:L, SO:0001217, UniRef:UniRef50_D0RV42, UniRef:UniRef90_Q8DWI7
contig_180	cds	51	1823	-	FGANDE_01715	mdlB	ABC-type multidrug transport system, ATPase and permease component	COG:COG1132, COG:V, SO:0001217, UniRef:UniRef50_A0A0Z8GZM5, UniRef:UniRef90_Q8DUL5
contig_180	cds	1834	3525	-	FGANDE_01720	mdlB	ABC-type multidrug transport system, ATPase and permease component	COG:COG1132, COG:V, SO:0001217, UniRef:UniRef50_A0A0Z8K9Q0, UniRef:UniRef90_A0A2J9QFF9
contig_181	cds	726	1406	-	FGANDE_01725	comEA	DNA uptake protein ComE or related DNA-binding protein	COG:COG1555, COG:L, SO:0001217, UniRef:UniRef50_G6A476, UniRef:UniRef90_Q8DV80
contig_182	cds	792	1127	-	FGANDE_01730	paaD	Metal-sulfur cluster biosynthetic enzyme	COG:COG2151, COG:O, RefSeq:WP_002261973.1, SO:0001217, UniParc:UPI00000DCDF6, UniRef:UniRef100_O33663, UniRef:UniRef50_A0A8D6U3X0, UniRef:UniRef90_G5JZ75
contig_182	cds	1140	2255	-	FGANDE_01735	rpoD	RNA polymerase sigma factor RpoD	COG:COG0568, COG:K, GO:0003677, GO:0005737, GO:0006352, GO:0006355, GO:0016987, RefSeq:WP_002261972.1, SO:0001217, UniParc:UPI000013483F, UniRef:UniRef100_O33662, UniRef:UniRef50_P0A0J0, UniRef:UniRef90_O33662
contig_182	cds	2263	3660	-	FGANDE_01740		DNA primase	SO:0001217, UniRef:UniRef50_A0A829BM30, UniRef:UniRef90_A0A829BM30
contig_183	cds	1243	1845	-	FGANDE_01745	ssuE	NAD(P)H-dependent FMN reductase	COG:C, COG:COG0431, RefSeq:WP_002267690.1, SO:0001217, UniParc:UPI0002B5E2D9, UniRef:UniRef100_UPI0002B5E2D9, UniRef:UniRef50_Q8DW89, UniRef:UniRef90_Q8DW89
contig_184	cds	265	1167	-	FGANDE_01750	citE	citrate (pro-3S)-lyase subunit beta	COG:COG2301, COG:G, EC:4.1.3.34, EC:4.1.3.6, GO:0006113, GO:0008815, GO:0009346, SO:0001217, UniRef:UniRef50_P44460, UniRef:UniRef90_A0A2J9QED2
contig_184	cds	1155	1463	-	FGANDE_01755	citD	citrate lyase acyl carrier protein	COG:C, COG:COG3052, EC:4.1.3.6, GO:0005737, GO:0006113, GO:0008815, GO:0009346, RefSeq:WP_002263227.1, SO:0001217, UniParc:UPI00000E2FE3, UniRef:UniRef100_Q8DUC3, UniRef:UniRef50_Q8DUC3, UniRef:UniRef90_Q8DUC3
contig_184	cds	1549	1773	-	FGANDE_01760		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A829BJW6, UniRef:UniRef90_A0A829BJW6
contig_184	cds	1712	1999	-	FGANDE_01765		hypothetical protein	
contig_185	cds	40	1989	+	FGANDE_01770	thrS	threonine--tRNA ligase	COG:COG0441, COG:J, EC:6.1.1.3, GO:0000049, GO:0004829, GO:0005524, GO:0005737, GO:0006435, GO:0016740, GO:0046872, RefSeq:WP_002291004.1, SO:0001217, UniParc:UPI0002B507BC, UniRef:UniRef100_UPI0002B507BC, UniRef:UniRef50_P18255, UniRef:UniRef90_Q8DT12
contig_185	cds	2293	2817	+	FGANDE_01775	acrR	DNA-binding protein, AcrR family, includes nucleoid occlusion protein SlmA	COG:COG1309, COG:K, RefSeq:WP_002266169.1, SO:0001217, UniParc:UPI000264F19B, UniRef:UniRef100_UPI000264F19B, UniRef:UniRef50_E8JPK2, UniRef:UniRef90_A0A1L7LHV2
contig_186	cds	35	607	+	FGANDE_01780	rluA	Pseudouridine synthase, RluA family	SO:0001217, UniRef:UniRef50_I0T047
contig_186	cds	627	1712	-	FGANDE_01785		Lipoprotein	SO:0001217, UniRef:UniRef50_A0A1L7LH83
contig_187	cds	63	710	+	FGANDE_01790	ftsK	FtsK gamma domain-containing protein	SO:0001217, UniRef:UniRef50_A0A349IJR0
contig_188	cds	10	804	-	FGANDE_01795	ecfT	ECF-type transporter transmembrane protein EcfT	COG:COG0619, COG:H, SO:0001217, UniRef:UniRef50_Q5M245, UniRef:UniRef90_Q8DRS1
contig_188	cds	797	1639	-	FGANDE_01800	ecfA2	energy-coupling factor transporter ATPase	COG:COG1122, COG:PR, EC:3.6.3.-, GO:0005524, GO:0005886, GO:0006810, GO:0009898, GO:0016887, GO:0022857, GO:0042626, RefSeq:WP_002262449.1, SO:0001217, UniParc:UPI00000E3368, UniRef:UniRef100_Q8DRS0, UniRef:UniRef50_A2RI02, UniRef:UniRef90_Q8DRS0
contig_188	cds	1615	2457	-	FGANDE_01805	ecfA1	energy-coupling factor ABC transporter ATP-binding protein	COG:COG1122, COG:PR, EC:7.-.-.-, GO:0005524, GO:0005886, GO:0016020, GO:0016887, GO:0022857, GO:0055085, RefSeq:WP_002262450.1, SO:0001217, UniParc:UPI00000E3369, UniRef:UniRef100_Q8DRR9, UniRef:UniRef50_P0C0E8, UniRef:UniRef90_Q8DRR9
contig_188	cds	2461	3003	-	FGANDE_01810	pgsA	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	COG:COG0558, COG:I, EC:2.7.8.5, GO:0008444, GO:0008654, RefSeq:WP_002262451.1, SO:0001217, UniParc:UPI00000E336A, UniRef:UniRef100_Q8DRR8, UniRef:UniRef50_A0A0A1DZS1, UniRef:UniRef90_Q8DRR8
contig_188	cds	3015	3128	-	FGANDE_01815		hypothetical protein	
contig_189	cds	217	579	-	FGANDE_01820	yohJ	Putative effector of murein hydrolase LrgA, UPF0299 family	COG:COG1380, COG:R, RefSeq:WP_002262573.1, SO:0001217, UniParc:UPI000264F0B9, UniRef:UniRef100_A0A829BXD5, UniRef:UniRef50_A0A074JFM3, UniRef:UniRef90_A0A829BXD5
contig_189	cds	745	1176	-	FGANDE_01825		Membrane-associated phospholipid phosphatase	SO:0001217, UniRef:UniRef50_A0A4V0EUQ8
contig_190	cds	755	1828	-	FGANDE_01830	acoA	TPP-dependent pyruvate or acetoin dehydrogenase subunit alpha	COG:C, COG:COG1071, RefSeq:WP_019313314.1, SO:0001217, UniParc:UPI0002D6DCC1, UniRef:UniRef100_UPI0002D6DCC1, UniRef:UniRef50_A0A0B7GQJ1, UniRef:UniRef90_Q8DTC9
contig_190	cds	1854	2828	-	FGANDE_01835		FAD-dependent oxidoreductase	SO:0001217, UniRef:UniRef50_UPI0025936A34
contig_191	cds	73	1704	-	FGANDE_01840		Alpha-1,4 glucan phosphorylase	SO:0001217, UniRef:UniRef50_A0A4V0E667
contig_192	cds	409	1005	-	FGANDE_01845		Uncharacterized membrane protein	COG:COG4709, COG:S, RefSeq:WP_002265733.1, SO:0001217, UniParc:UPI0001B0545E, UniRef:UniRef100_A0A829BKY4, UniRef:UniRef50_Q8DSR6, UniRef:UniRef90_Q8DSR6
contig_192	cds	992	1318	-	FGANDE_01850	padR	DNA-binding transcriptional regulator, PadR family	COG:COG1695, COG:K, RefSeq:WP_002262570.1, SO:0001217, UniParc:UPI00000E320E, UniRef:UniRef100_A0A2J9QCW0, UniRef:UniRef50_J3JNV3, UniRef:UniRef90_J3JNV3
contig_193	cds	12	1376	-	FGANDE_01855	recJ	single-stranded-DNA-specific exonuclease RecJ	SO:0001217, UniRef:UniRef50_UPI00178C2F83
contig_194	cds	9	2363	+	FGANDE_01860	pbp1b	penicillin-binding protein PBP1B	COG:COG0744, COG:M, SO:0001217, UniRef:UniRef50_A0A1S0Z9A0, UniRef:UniRef90_Q8DS45
contig_194	ncRNA-region	2406	2463	+			Lacto-rpoB RNA	RFAM:RF01709, SO:0005836
contig_195	cds	1573	1761	+	FGANDE_01865	rpmB	50S ribosomal protein L28	COG:COG0227, COG:J, GO:0000311, GO:0003735, GO:0005840, GO:0006412, GO:0022625, GO:1990904, RefSeq:WP_002263485.1, SO:0001217, UniParc:UPI00000E2D17, UniRef:UniRef100_Q8DWE1, UniRef:UniRef50_Q82ZE4, UniRef:UniRef90_Q8DWE1
contig_195	cds	1814	3142	-	FGANDE_01870	norM	Na+-driven multidrug efflux pump, DinF/NorM/MATE family	COG:COG0534, COG:V, RefSeq:WP_002263484.1, SO:0001217, UniParc:UPI00000E4901, UniRef:UniRef100_A0A2J9QC02, UniRef:UniRef50_A0A7U9MWZ2, UniRef:UniRef90_A0A1L7LGQ5
contig_195	cds	3375	7775	+	FGANDE_01875	polC	PolC-type DNA polymerase III	COG:COG2176, COG:L, EC:2.7.7.7, GO:0003677, GO:0003887, GO:0006260, GO:0008408, KEGG:K03763, SO:0001217, UniRef:UniRef50_Q9CDT7, UniRef:UniRef90_UPI0007AF4401
contig_195	cds	8001	8429	+	FGANDE_01880	marR	DNA-binding transcriptional regulator, MarR family	COG:COG1846, COG:K, RefSeq:WP_002265178.1, SO:0001217, UniParc:UPI0001B0538B, UniRef:UniRef100_A0A2J9QC00, UniRef:UniRef50_A0A0A1DSA2, UniRef:UniRef90_Q8DWD9
contig_195	cds	8508	9062	+	FGANDE_01885	ssuE	NAD(P)H-dependent FMN reductase	COG:C, COG:COG0431, SO:0001217, UniRef:UniRef50_M3V7E6, UniRef:UniRef90_Q8DWD8
contig_196	cds	50	373	+	FGANDE_01890		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI001C10CE2E
contig_197	tmRNA	644	990	+	FGANDE_01895	ssrA	transfer-messenger RNA, SsrA	SO:0000584
contig_198	cds	365	907	-	FGANDE_01900	srlA	Phosphotransferase system sorbitol-specific IIC component	COG:COG3730, COG:G, RefSeq:WP_002262907.1, SO:0001217, UniParc:UPI00000DCC76, UniRef:UniRef100_Q9X674, UniRef:UniRef50_A0A0G9FJD3, UniRef:UniRef90_G5JV34
contig_198	cds	987	1475	-	FGANDE_01905	gutM	DNA-binding transcriptional regulator of glucitol operon	COG:COG4578, COG:K, KEGG:K02466, RefSeq:WP_002267379.1, SO:0001217, UniParc:UPI0002B4FC9D, UniRef:UniRef100_UPI0002B4FC9D, UniRef:UniRef50_F2BP81, UniRef:UniRef90_Q9X673
contig_198	cds	1475	3340	-	FGANDE_01910	bglG	Transcriptional antiterminator	COG:COG3711, COG:K, SO:0001217, UniRef:UniRef50_G5JNP2, UniRef:UniRef90_Q9X672
contig_198	cds	3362	4162	-	FGANDE_01915	fabG	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	COG:COG1028, COG:I, RefSeq:WP_002265311.1, SO:0001217, UniParc:UPI0001B05723, UniRef:UniRef100_A0A2J9QG78, UniRef:UniRef50_P37079, UniRef:UniRef90_A0A2J9QG78
contig_198	cds	4328	5677	-	FGANDE_01920	pgi	glucose-6-phosphate isomerase	COG:COG0166, COG:G, EC:5.3.1.9, GO:0004347, GO:0005737, GO:0006094, GO:0006096, GO:0097367, GO:1901135, RefSeq:WP_002301129.1, SO:0001217, UniParc:UPI0002B52C61, UniRef:UniRef100_UPI0002B52C61, UniRef:UniRef50_P80860, UniRef:UniRef90_Q9X670
contig_199	cds	378	941	-	FGANDE_01925	trxA	Thiol-disulfide isomerase or thioredoxin	COG:COG0526, COG:O, RefSeq:WP_002262179.1, SO:0001217, UniParc:UPI00000E3067, UniRef:UniRef100_Q8DTZ1, UniRef:UniRef50_Q8DTZ1, UniRef:UniRef90_Q8DTZ1
contig_199	cds	955	1668	-	FGANDE_01930	ccdA	Cytochrome c biogenesis protein CcdA	COG:CO, COG:COG0785, RefSeq:WP_002262178.1, SO:0001217, UniParc:UPI00000E3068, UniRef:UniRef100_Q8DTZ0, UniRef:UniRef50_A0A0Z8N0X5, UniRef:UniRef90_Q8DTZ0
contig_201	cds	17	295	-	FGANDE_01935		hypothetical protein	
contig_201	cds	306	551	-	FGANDE_01940		hypothetical protein	
contig_201	cds	580	1122	-	FGANDE_01945		Flavoprotein	SO:0001217, UniRef:UniRef50_A0A1L7RPY1
