# Annotated with Bakta
# Software: v1.9.3
# Database: v5.1, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_106	cds	2109	3053	+	EOLKCF_01345	metA	homoserine O-succinyltransferase	COG:COG1897, COG:E, EC:2.3.1.31, EC:2.3.1.46, GO:0004414, GO:0005737, GO:0008899, GO:0009086, GO:0019281, RefSeq:WP_002265202.1, SO:0001217, UniParc:UPI0001B0588B, UniRef:UniRef100_A0A2J9QDF3, UniRef:UniRef50_Q97PM9, UniRef:UniRef90_Q8DT96
contig_106	cds	3063	3758	+	EOLKCF_01350	dnaD	DNA replication protein DnaD	COG:COG3935, COG:L, SO:0001217, UniRef:UniRef50_Q8DT97, UniRef:UniRef90_Q8DT97
contig_106	cds	3748	4446	+	EOLKCF_01355	trmK	tRNA A22 N1-methylase	COG:COG2384, COG:J, RefSeq:WP_002265200.1, SO:0001217, UniParc:UPI0002B5EF31, UniRef:UniRef100_UPI0002B5EF31, UniRef:UniRef50_Q8DZA6, UniRef:UniRef90_Q8DT98
contig_107	cds	628	1257	-	EOLKCF_01360	udk	uridine kinase	COG:COG0572, COG:F, EC:2.7.1.48, GO:0004849, GO:0005524, GO:0005737, GO:0016310, GO:0043771, GO:0044206, GO:0044211, RefSeq:WP_002262709.1, SO:0001217, UniParc:UPI00000E311A, UniRef:UniRef100_Q8DTG1, UniRef:UniRef50_Q8DTG1, UniRef:UniRef90_Q8DTG1
contig_108	cds	554	1687	-	EOLKCF_01365	dnaJ	molecular chaperone DnaJ	COG:COG0484, COG:O, GO:0005524, GO:0005737, GO:0006260, GO:0006457, GO:0008270, GO:0009408, GO:0031072, GO:0051082, RefSeq:WP_002263418.1, SO:0001217, UniParc:UPI00000E2CF8, UniRef:UniRef100_Q8DWH2, UniRef:UniRef50_P95830, UniRef:UniRef90_Q8DWH2
contig_108	cds	2216	4054	-	EOLKCF_01370	dnaK	molecular chaperone DnaK	COG:COG0443, COG:O, GO:0005524, GO:0006457, GO:0016887, GO:0051082, GO:0140662, RefSeq:WP_002263417.1, SO:0001217, UniParc:UPI0000129605, UniRef:UniRef100_O06942, UniRef:UniRef50_P0C0C6, UniRef:UniRef90_P0C0C6
contig_109	cds	51	1166	+	EOLKCF_01375	alr	alanine racemase	COG:COG0787, COG:M, EC:5.1.1.1, GO:0008784, GO:0009252, GO:0030170, GO:0030632, KEGG:K01775, SO:0001217, UniRef:UniRef50_Q8DSF4, UniRef:UniRef90_Q8DSF4
contig_110	cds	59	1267	-	EOLKCF_01380	proV	ABC-type proline/glycine betaine transport system, ATPase component	COG:COG4175, COG:E, RefSeq:WP_002264259.1, SO:0001217, UniParc:UPI000264F07B, UniRef:UniRef100_A0A2J9QE99, UniRef:UniRef50_Q9KIF7, UniRef:UniRef90_Q8DU84
contig_111	cds	274	990	+	EOLKCF_01385	rsuA	Pseudouridylate synthase RsuA, specific for 16S rRNA U516 and 23S rRNA U2605	COG:COG1187, COG:J, EC:5.4.99.19, KEGG:K06183, SO:0001217, UniRef:UniRef50_D3H9Z6, UniRef:UniRef90_A0A2J9QFC3
contig_112	cds	653	1057	-	EOLKCF_01390	gloA	Catechol 2,3-dioxygenase or related enzyme, vicinal oxygen chelate (VOC) family	COG:COG0346, COG:Q, RefSeq:WP_002262231.1, SO:0001217, UniParc:UPI00000E3034, UniRef:UniRef100_A0A0D6A7M2, UniRef:UniRef50_P52096, UniRef:UniRef90_A0A1L7LJ17
contig_112	cds	1275	2015	-	EOLKCF_01395	srtA	Sortase (surface protein transpeptidase)	COG:COG3764, COG:M, RefSeq:WP_002269270.1, SO:0001217, UniParc:UPI00001ADE50, UniRef:UniRef100_Q7WT43, UniRef:UniRef50_Q8E5N2, UniRef:UniRef90_Q8CM62
contig_112	cds	2022	2429	-	EOLKCF_01400		DNA gyrase C-terminal beta-propeller domain-containing protein	SO:0001217, UniRef:UniRef50_UPI0024C05978
contig_113	cds	24	341	+	EOLKCF_01405	ywiB	DUF1934 domain-containing protein	COG:COG4506, COG:S, SO:0001217, UniRef:UniRef50_Q8DV03, UniRef:UniRef90_UPI0002B599CB
contig_113	ncRNA	603	713	+	EOLKCF_01410	SSRC10	Streptococcus sRNA 10	RFAM:RF02617, SO:0000655
contig_114	ncRNA-region	116	191	-			Ribosomal protein L21 leader	RFAM:RF00559, SO:0000140
contig_114	cds	255	842	-	EOLKCF_01415		Uncharacterized membrane protein	COG:COG3548, COG:S, RefSeq:WP_002265530.1, SO:0001217, UniParc:UPI000268A985, UniRef:UniRef100_UPI000268A985, UniRef:UniRef50_Q8DUQ8, UniRef:UniRef90_Q8DUQ8
contig_114	cds	867	1400	-	EOLKCF_01420		N-acetyltransferase domain-containing protein	RefSeq:WP_002268713.1, SO:0001217, UniParc:UPI0001B05844, UniRef:UniRef100_UPI0001B05844, UniRef:UniRef50_Q8DUQ9, UniRef:UniRef90_Q8DUQ9
contig_114	cds	1431	2612	-	EOLKCF_01425	capA	Poly-gamma-glutamate biosynthesis protein CapA/YwtB (capsule formation), metallophosphatase superfamily	COG:COG2843, COG:M, RefSeq:WP_002299418.1, SO:0001217, UniParc:UPI0002B57231, UniRef:UniRef100_UPI0002B57231, UniRef:UniRef50_A0A139QPM0, UniRef:UniRef90_Q8DUR0
contig_114	cds	2750	3967	-	EOLKCF_01430	thiI	putative tRNA sulfurtransferase	COG:COG0301, COG:HJ, EC:2.8.1.4, GO:0000049, GO:0004810, GO:0005524, GO:0005737, GO:0009228, GO:0009229, GO:0034227, GO:0140741, SO:0001217, UniRef:UniRef50_Q8Y6U0, UniRef:UniRef90_Q8DUR1
contig_114	cds	4082	5224	-	EOLKCF_01435	nifS	Cysteine desulfurase/Cysteine sulfinate desulfinase IscS or related enzyme, NifS family	COG:COG1104, COG:E, EC:2.8.1.7, KEGG:K04487, RefSeq:WP_226707836.1, SO:0001217, UniParc:UPI001CFD868A, UniRef:UniRef100_UPI001CFD868A, UniRef:UniRef50_P31672, UniRef:UniRef90_A0A1L7LK47
contig_114	cds	5348	5794	+	EOLKCF_01440		Histone acetyltransferase Gcn5	RefSeq:WP_002270470.1, SO:0001217, UniParc:UPI0002B57F98, UniRef:UniRef100_UPI0002B57F98, UniRef:UniRef50_Q8DUR3, UniRef:UniRef90_Q8DUR3
contig_115	cds	119	280	+	EOLKCF_01445		hypothetical protein	
contig_115	cds	300	989	+	EOLKCF_01450	ybhL	Integral membrane protein YbhL, putative Ca2+ regulator, Bax inhibitor (BI-1)/TMBIM family	COG:COG0670, COG:P, RefSeq:WP_002262553.1, SO:0001217, UniParc:UPI00000E321D, UniRef:UniRef100_A0A2J9QDM2, UniRef:UniRef50_Q9A1B9, UniRef:UniRef90_A0A2J9QDM2
contig_116	cds	352	1815	-	EOLKCF_01455		Isoleucyl-tRNA synthetase	SO:0001217, UniRef:UniRef50_A0A139NTL5
contig_117	cds	207	1223	+	EOLKCF_01460	galE	UDP-glucose 4-epimerase GalE	COG:COG1087, COG:M, EC:5.1.3.2, GO:0003978, GO:0006012, RefSeq:WP_002270085.1, SO:0001217, UniParc:UPI0002B500E6, UniRef:UniRef100_UPI0002B500E6, UniRef:UniRef50_P55180, UniRef:UniRef90_A0A2J9QCE7
contig_118	cds	61	1947	-	EOLKCF_01465	glgB	1,4-alpha-glucan branching protein GlgB	COG:COG0296, COG:G, EC:2.4.1.18, GO:0003844, GO:0004553, GO:0005975, GO:0005978, GO:0043169, GO:0102752, KEGG:K00700, RefSeq:WP_002262951.1, SO:0001217, UniParc:UPI00000E3187, UniRef:UniRef100_Q8DT52, UniRef:UniRef50_Q8DT52, UniRef:UniRef90_Q8DT52
contig_119	cds	126	413	+	EOLKCF_01470	tsaE	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE	SO:0001217, UniRef:UniRef50_A0A656YYU6
contig_119	cds	744	1133	+	EOLKCF_01475		hypothetical protein	
contig_120	cds	287	1207	+	EOLKCF_01480	murB	UDP-N-acetylmuramate dehydrogenase	COG:COG0812, COG:M, EC:1.3.1.98, GO:0005737, GO:0007049, GO:0008360, GO:0008762, GO:0009252, GO:0051301, GO:0071555, GO:0071949, RefSeq:WP_002262836.1, SO:0001217, UniParc:UPI00000E2FC0, UniRef:UniRef100_Q8DUF8, UniRef:UniRef50_Q5LYN3, UniRef:UniRef90_Q8DUF8
contig_120	cds	1211	2365	+	EOLKCF_01485	potA	Spermidine/putrescine import ATP-binding protein PotA	COG:COG3842, COG:E, EC:7.6.2.11, GO:0005524, GO:0015417, GO:0016887, GO:0043190, RefSeq:WP_002269942.1, SO:0001217, UniParc:UPI0002B51C98, UniRef:UniRef100_UPI0002B51C98, UniRef:UniRef50_Q8Y8T6, UniRef:UniRef90_Q8DUF7
contig_120	cds	2349	3143	+	EOLKCF_01490	potB	ABC-type spermidine/putrescine transport system, permease component I	COG:COG1176, COG:E, RefSeq:WP_002269941.1, SO:0001217, UniParc:UPI0002B5A7CF, UniRef:UniRef100_UPI0002B5A7CF, UniRef:UniRef50_A0A387BP51, UniRef:UniRef90_A0A1L7LJL0
contig_122	cds	15	752	+	EOLKCF_01495	hisJ	ABC-type amino acid transport/signal transduction system, periplasmic component/domain	COG:COG0834, COG:ET, SO:0001217, UniRef:UniRef50_A0A139PGU3, UniRef:UniRef90_J3A133
contig_122	cds	762	1454	+	EOLKCF_01500	hisM	ABC-type amino acid transport system, permease component	COG:COG0765, COG:E, RefSeq:WP_002264327.1, SO:0001217, UniParc:UPI000268A9DC, UniRef:UniRef100_UPI000268A9DC, UniRef:UniRef50_T0V4A4, UniRef:UniRef90_Q8DUJ4
contig_122	cds	1463	2137	+	EOLKCF_01505	hisM	ABC-type amino acid transport system, permease component	COG:COG0765, COG:E, RefSeq:WP_002263654.1, SO:0001217, UniParc:UPI00000E2F9E, UniRef:UniRef100_A0A2J9QEL7, UniRef:UniRef50_K8MNT2, UniRef:UniRef90_J3F9I9
contig_122	cds	2147	2911	+	EOLKCF_01510	glnQ	ABC-type polar amino acid transport system, ATPase component	COG:COG1126, COG:E, SO:0001217, UniRef:UniRef50_A0A2X3YLY9, UniRef:UniRef90_UPI000467D882
contig_123	cds	355	1062	-	EOLKCF_01515	ccmA	ABC-type multidrug transport system, ATPase component	COG:COG1131, COG:V, RefSeq:WP_002270228.1, SO:0001217, UniParc:UPI0002B5D471, UniRef:UniRef100_UPI0002B5D471, UniRef:UniRef50_F3URE2, UniRef:UniRef90_A0A2J9QDZ1
contig_123	cds	1059	1430	-	EOLKCF_01520	yhcF	DNA-binding transcriptional regulator YhcF, GntR family	COG:COG1725, COG:K, RefSeq:WP_002262158.1, SO:0001217, UniParc:UPI00000E3078, UniRef:UniRef100_A0A2J9QDZ0, UniRef:UniRef50_A0A0M9FHV6, UniRef:UniRef90_A0A2J9QDZ0
contig_124	cds	139	1689	-	EOLKCF_01525	dltA	D-alanine--poly(phosphoribitol) ligase subunit DltA	COG:COG1020, COG:Q, EC:6.1.1.13, EC:6.2.1.54, GO:0005524, GO:0005737, GO:0019350, GO:0047473, GO:0070395, RefSeq:WP_002266845.1, SO:0001217, UniParc:UPI0001B056D4, UniRef:UniRef100_UPI0001B056D4, UniRef:UniRef50_Q53526, UniRef:UniRef90_Q53526
contig_125	cds	505	879	-	EOLKCF_01530	soxR	DNA-binding transcriptional regulator, MerR family	COG:COG0789, COG:K, RefSeq:WP_002262420.1, SO:0001217, UniParc:UPI00000E334A, UniRef:UniRef100_Q8DRV0, UniRef:UniRef50_R9M4F4, UniRef:UniRef90_Q8DRV0
contig_125	cds	958	1713	+	EOLKCF_01535	yqjQ	Short-chain dehydrogenase	COG:COG0300, COG:R, SO:0001217, UniRef:UniRef50_D5DFL2, UniRef:UniRef90_Q8DRU9
contig_127	cds	309	2435	-	EOLKCF_01540	tex	Transcriptional accessory protein Tex/SPT6	COG:COG2183, COG:K, KEGG:K06959, SO:0001217, UniRef:UniRef50_K8MSH6, UniRef:UniRef90_Q8DUY0
contig_127	cds	2690	2878	-	EOLKCF_01545		ATP synthase delta subunit	RefSeq:WP_002270719.1, SO:0001217, UniParc:UPI0002B52A9A, UniRef:UniRef100_A0A829BMC4, UniRef:UniRef50_A0A1L7LKG4, UniRef:UniRef90_A0A829BMC4
contig_127	cds	3658	3792	+	EOLKCF_01550	dpnI	Type II restriction endonuclease DpnI	RefSeq:WP_002263630.1, SO:0001217, UniParc:UPI0001B058E5, UniRef:UniRef100_A0A829BY25, UniRef:UniRef50_A0A829BY25, UniRef:UniRef90_A0A829BY25
contig_127	cds	3798	4703	+	EOLKCF_01555	yraQ	Putative two-component membrane permease complex subunit SMU_747c	COG:COG0701, COG:S, GO:0005886, GO:0006865, KEGG:K07089, RefSeq:WP_002264811.1, SO:0001217, UniParc:UPI0002B50BE0, UniRef:UniRef100_UPI0002B50BE0, UniRef:UniRef50_Q8DUY3, UniRef:UniRef90_Q8DUY3
contig_128	cds	127	1038	-	EOLKCF_01560	lysR	DNA-binding transcriptional regulator, LysR family	COG:COG0583, COG:K, SO:0001217, UniRef:UniRef50_F8HFP7, UniRef:UniRef90_Q8DUJ7
contig_129	cds	21	1508	+	EOLKCF_01565	lacE	lactose-specific PTS transporter subunit EIIC	COG:COG1455, COG:G, EC:2.7.1.207, GO:0005886, GO:0009401, GO:0015155, GO:0016301, GO:0016310, GO:0019197, GO:0022869, KEGG:K02788, SO:0001217, UniRef:UniRef50_P11162, UniRef:UniRef90_P50976
contig_130	cds	686	934	-	EOLKCF_01570	yneF	UPF0154 protein SMU_1719c	COG:COG3763, COG:S, GO:0005886, RefSeq:WP_002262555.1, SO:0001217, UniParc:UPI00000E321B, UniRef:UniRef100_Q8DSQ4, UniRef:UniRef50_Q8DSQ4, UniRef:UniRef90_Q8DSQ4
contig_130	cds	1305	1730	-	EOLKCF_01575		hypothetical protein	PFAM:PF00278.26, SO:0001217, UniRef:UniRef50_UPI0027D32DEA
contig_131	cds	294	1052	-	EOLKCF_01580	tpiA	triose-phosphate isomerase	COG:COG0149, COG:G, EC:5.3.1.1, GO:0004807, GO:0005737, GO:0006094, GO:0006096, SO:0001217, UniRef:UniRef50_P00943, UniRef:UniRef90_P72484
contig_131	cds	1532	1648	-	EOLKCF_01585		(pseudo) hypothetical protein	SO:0001217, UniRef:UniRef50_A0A829BT87, UniRef:UniRef90_A0A829BT87
contig_132	cds	1156	2418	-	EOLKCF_01590		Ribonucleotide-diphosphate reductase alpha subunit	SO:0001217, UniRef:UniRef50_A0A9W4A0L7
contig_133	cds	343	1110	-	EOLKCF_01595	thiD	bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase	COG:COG0351, COG:H, EC:2.7.1.49, EC:2.7.4.7, GO:0008972, GO:0009228, RefSeq:WP_002270770.1, SO:0001217, UniParc:UPI0002B545F4, UniRef:UniRef100_UPI0002B545F4, UniRef:UniRef50_A0A3R9H805, UniRef:UniRef90_A0A2J9QCU9
contig_133	cds	1100	1477	-	EOLKCF_01600		hypothetical protein	PFAM:PF01416.24
contig_134	cds	612	1544	-	EOLKCF_01605		hypothetical protein	PFAM:PF07687.18
contig_135	cds	47	841	+	EOLKCF_01610	acm	Lyzozyme M1 (1,4-beta-N-acetylmuramidase), GH25 family	COG:COG3757, COG:M, KEGG:K07273, SO:0001217, UniRef:UniRef50_E0PR37, UniRef:UniRef90_Q8DV13
contig_135	ncRNA-region	888	988	+			TPP riboswitch (THI element)	RFAM:RF00059, SO:0000035
contig_135	cds	1043	1612	+	EOLKCF_01615	thiT	energy-coupled thiamine transporter ThiT	COG:COG3859, COG:H, GO:0015234, GO:0015888, KEGG:K16789, RefSeq:WP_002263320.1, SO:0001217, UniParc:UPI0001B054DF, UniRef:UniRef100_Q8DV14, UniRef:UniRef50_Q8DV14, UniRef:UniRef90_Q8DV14
contig_135	cds	1702	2340	+	EOLKCF_01620	cwlA	(pseudo) N-acetylmuramoyl-L-alanine amidase CwlA	COG:COG5632, COG:M, SO:0001217, UniRef:UniRef50_Q8DV15, UniRef:UniRef90_Q8DV15
contig_136	cds	3	1190	+	EOLKCF_01625	citM	Mg2+/citrate symporter	COG:C, COG:COG2851, SO:0001217, UniRef:UniRef50_A0A835L1T0, UniRef:UniRef90_Q8DUC7
contig_137	cds	81	431	+	EOLKCF_01630		hypothetical protein	PFAM:PF10431.13
contig_137	cds	542	997	+	EOLKCF_01635	mutT	8-oxo-dGTP pyrophosphatase MutT and related house-cleaning NTP pyrophosphohydrolases, NUDIX family	COG:COG0494, COG:V, RefSeq:WP_002263570.1, SO:0001217, UniParc:UPI000264EF69, UniRef:UniRef100_A0A2J9QFI1, UniRef:UniRef50_A0A1W5ZG06, UniRef:UniRef90_A0A1L7LL21
contig_137	cds	1064	1366	+	EOLKCF_01640		Cytosolic protein	RefSeq:WP_002263571.1, SO:0001217, UniParc:UPI0001B055B3, UniRef:UniRef100_A0A2J9QFI9, UniRef:UniRef50_B9DUU6, UniRef:UniRef90_J3JQ42
contig_138	cds	9	1739	-	EOLKCF_01645	infB	translation initiation factor IF-2	GO:0003743, GO:0005737, GO:0006413, SO:0001217, UniRef:UniRef50_A0A853PNS2, UniRef:UniRef90_T0TTN1
contig_139	cds	1342	1536	-	EOLKCF_01650	mutA'	mutacin-like lanthipeptide	RefSeq:WP_088718128.1, SO:0001217, UniParc:UPI00000B948C, UniRef:UniRef100_Q9F0G5, UniRef:UniRef50_Q9RPL9, UniRef:UniRef90_Q9RPL9
contig_139	cds	1605	1802	-	EOLKCF_01655	mutA	lantibiotic mutacin I	BlastRules:WP_024785188, RefSeq:WP_024785188.1, SO:0001217, UniParc:UPI00000B3978, UniRef:UniRef100_Q9ETI4, UniRef:UniRef50_O68586, UniRef:UniRef90_Q9ETI4
contig_140	cds	385	1644	+	EOLKCF_01660	purD	Phosphoribosylamine-glycine ligase	COG:COG0151, COG:F, RefSeq:WP_019314460.1, SO:0001217, UniParc:UPI0002E79C19, UniRef:UniRef100_UPI0002E79C19, UniRef:UniRef50_Q97T98, UniRef:UniRef90_Q8DWJ7
contig_140	cds	1704	2885	+	EOLKCF_01665	accC	Biotin carboxylase	COG:COG0439, COG:I, SO:0001217, UniRef:UniRef50_Q8DWJ6, UniRef:UniRef90_Q8DWJ6
contig_140	cds	3259	3696	+	EOLKCF_01670	purE	Phosphoribosylcarboxyaminoimidazole (NCAIR) mutase	COG:COG0041, COG:F, SO:0001217, UniRef:UniRef50_A0A0E2ZEM7, UniRef:UniRef90_G5JXP4
contig_140	cds	3683	4774	+	EOLKCF_01675	purK	5-(carboxyamino)imidazole ribonucleotide synthase	COG:COG0026, COG:F, EC:6.3.4.18, GO:0004638, GO:0005524, GO:0006189, GO:0046872, SO:0001217, UniRef:UniRef50_Q8DRL8, UniRef:UniRef90_Q8DWJ4
contig_141	tRNA	932	1005	-	EOLKCF_01680	trnN	tRNA-Asn(gtt)	SO:0000257
contig_141	tRNA	1011	1082	-	EOLKCF_01685	trnE	tRNA-Glu(ttc)	SO:0000259
contig_141	tRNA	1431	1485	+	EOLKCF_01690	trnR	tRNA-Arg(tct)	SO:0001036
contig_143	cds	364	1539	-	EOLKCF_01695	araJ	putative arabinose efflux permease AraJ, MFS family	COG:COG2814, COG:G, RefSeq:WP_019316484.1, SO:0001217, UniParc:UPI0002D3EF5D, UniRef:UniRef100_UPI0002D3EF5D, UniRef:UniRef50_A0A0R1UVB0, UniRef:UniRef90_Q8DTD9
contig_143	cds	1549	1890	-	EOLKCF_01700		hypothetical protein	
contig_144	cds	8	1084	+	EOLKCF_01705		Anaerobic ribonucleoside-triphosphate reductase	SO:0001217, UniRef:UniRef50_A0A377M9G6
contig_144	cds	1344	1880	+	EOLKCF_01710		putative acetyltransferase	COG:COG3981, COG:R, RefSeq:WP_002270743.1, SO:0001217, UniParc:UPI0002B560C4, UniRef:UniRef100_UPI0002B560C4, UniRef:UniRef50_Q8DRY4, UniRef:UniRef90_Q8DRY4
contig_145	cds	383	919	-	EOLKCF_01715		hypothetical protein	SO:0001217, UniRef:UniRef50_Q8DWA1, UniRef:UniRef90_Q8DWA1
contig_145	cds	1051	1911	-	EOLKCF_01720	degV	Fatty acid-binding protein DegV (function unknown)	COG:COG1307, COG:I, RefSeq:WP_002265709.1, SO:0001217, UniParc:UPI0002B54CBC, UniRef:UniRef100_A0A2J9QCZ8, UniRef:UniRef50_P0DA58, UniRef:UniRef90_Q8DWA2
contig_146	cds	128	931	+	EOLKCF_01725	phnP	Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase	COG:COG1235, COG:P, RefSeq:WP_002284492.1, SO:0001217, UniParc:UPI0002B5CD0E, UniRef:UniRef100_UPI0002B5CD0E, UniRef:UniRef50_A0A0H2ZQT7, UniRef:UniRef90_A0A2J9QDA1
contig_146	cds	1038	1733	+	EOLKCF_01730	rnc	ribonuclease III	COG:COG0571, COG:K, EC:3.1.26.3, GO:0004525, GO:0005737, GO:0006364, GO:0006396, GO:0006397, GO:0008033, GO:0019843, GO:0046872, RefSeq:WP_002266141.1, SO:0001217, UniParc:UPI0001B0582A, UniRef:UniRef100_A0A2J9QDC8, UniRef:UniRef50_P66670, UniRef:UniRef90_Q8DT66
contig_147	cds	69	317	+	EOLKCF_01735		hypothetical protein	
contig_147	cds	301	690	+	EOLKCF_01740		DUF4430 domain-containing protein	SO:0001217, UniRef:UniRef50_Q8DV11, UniRef:UniRef90_Q8DV11
contig_148	cds	975	2321	-	EOLKCF_01745	glnA	type I glutamate--ammonia ligase	COG:COG0174, COG:E, EC:6.3.1.2, GO:0004356, GO:0006542, KEGG:K01915, RefSeq:WP_002262485.1, SO:0001217, UniParc:UPI00000E2DD7, UniRef:UniRef100_A0A2J9QG14, UniRef:UniRef50_Q9CDL9, UniRef:UniRef90_G5JX55
contig_148	cds	2361	2732	-	EOLKCF_01750	soxR	DNA-binding transcriptional regulator, MerR family	COG:COG0789, COG:K, RefSeq:WP_002262486.1, SO:0001217, UniParc:UPI00000E2DD6, UniRef:UniRef100_A0A2J9QG12, UniRef:UniRef50_J9W1C7, UniRef:UniRef90_J3AKN7
contig_148	cds	2814	3332	-	EOLKCF_01755	ygaE	DUF939 domain-containing protein	COG:COG4129, COG:S, RefSeq:WP_002262487.1, SO:0001217, UniParc:UPI00000E2DD5, UniRef:UniRef100_A0A2J9QGU9, UniRef:UniRef50_D3H6X6, UniRef:UniRef90_A0A1L7LLC0
contig_148	cds	3719	3949	-	EOLKCF_01760	pgk	Phosphoglycerate kinase	EC:2.7.2.3, GO:0004618, GO:0005524, GO:0005737, GO:0006096, GO:0016310, RefSeq:WP_219963399.1, SO:0001217, UniParc:UPI00030BB570, UniRef:UniRef100_B1IA36, UniRef:UniRef50_Q04LZ5, UniRef:UniRef90_B9DVS0
contig_149	cds	49	1587	+	EOLKCF_01765		hypothetical protein	PFAM:PF00004.33, PFAM:PF00158.30, PFAM:PF01078.25, PFAM:PF07724.18, PFAM:PF07728.18, PFAM:PF10431.13, PFAM:PF17871.5, PFAM:PF20030.3
contig_149	cds	1717	3153	+	EOLKCF_01770	lpdA	dihydrolipoyl dehydrogenase	COG:C, COG:COG1249, EC:1.8.1.4, GO:0004148, GO:0006096, GO:0045454, GO:0051068, SO:0001217, UniRef:UniRef50_A0A3N4T0X7, UniRef:UniRef90_Q8DTC8
contig_149	cds	3179	4252	+	EOLKCF_01775	acoA	TPP-dependent pyruvate or acetoin dehydrogenase subunit alpha	COG:C, COG:COG1071, RefSeq:WP_002267204.1, SO:0001217, UniParc:UPI000264EE50, UniRef:UniRef100_A0A829BKB7, UniRef:UniRef50_A0A0B7GQJ1, UniRef:UniRef90_Q8DTC9
contig_149	cds	4265	5296	+	EOLKCF_01780	acoB	Pyruvate/2-oxoglutarate/acetoin dehydrogenase complex, dehydrogenase (E1) component, beta subunit	COG:C, COG:COG0022, SO:0001217, UniRef:UniRef50_O34591, UniRef:UniRef90_Q8CZF1
contig_150	cds	362	1027	+	EOLKCF_01785		NAD(P)H-flavin oxidoreductase	SO:0001217, UniRef:UniRef50_O34475, UniRef:UniRef90_A0A829BNI2
contig_150	cds	1123	1407	-	EOLKCF_01790		hypothetical protein	
contig_151	cds	49	711	-	EOLKCF_01795	yoaK	Uncharacterized membrane protein YoaK, UPF0700 family	COG:COG3619, COG:S, SO:0001217, UniRef:UniRef50_J3JQB4, UniRef:UniRef90_A0A1L7LMG2
contig_151	cds	1055	1249	-	EOLKCF_01800		Ribosomal RNA large subunit methyltransferase H	SO:0001217, UniRef:UniRef50_A0A0R2G4J0
contig_152	cds	266	1099	-	EOLKCF_01805	nnr2	NAD(P)H-hydrate repair enzyme Nnr, NAD(P)H-hydrate dehydratase domain	COG:COG0063, COG:F, SO:0001217, UniRef:UniRef50_Q8DQD2, UniRef:UniRef90_A0A1L7LL09
contig_152	cds	1096	1545	-	EOLKCF_01810	folD	Bifunctional protein FolD	SO:0001217, UniRef:UniRef50_F9PRF0
contig_153	cds	750	1685	-	EOLKCF_01815	hprK	HPr(Ser) kinase/phosphatase	COG:COG1493, COG:T, EC:2.7.11.-, EC:2.7.4.-, GO:0000155, GO:0000287, GO:0004674, GO:0004712, GO:0005524, GO:0005975, GO:0006109, GO:0009401, GO:0016791, KEGG:K06023, SO:0001217, UniRef:UniRef50_Q9RE09, UniRef:UniRef90_Q9ZA56
contig_153	cds	1883	2182	-	EOLKCF_01820	pspC	Phage shock protein PspC (stress-responsive transcriptional regulator)	COG:COG1983, COG:KT, RefSeq:WP_002263628.1, SO:0001217, UniParc:UPI00000E2F17, UniRef:UniRef100_A0A2J9QF17, UniRef:UniRef50_A0A1Q8RHF5, UniRef:UniRef90_A0A2J9QF17
contig_154	cds	663	1298	+	EOLKCF_01825		Protease	RefSeq:WP_002269316.1, SO:0001217, UniParc:UPI0002B5AF68, UniRef:UniRef100_UPI0002B5AF68, UniRef:UniRef50_Q8DUV3, UniRef:UniRef90_Q8DUV3
contig_154	cds	1959	2117	+	EOLKCF_01830		HTH cro/C1-type domain-containing protein	RefSeq:WP_002270734.1, SO:0001217, UniParc:UPI0002B56BE7, UniRef:UniRef100_UPI0002B56BE7, UniRef:UniRef50_A0A829BU80, UniRef:UniRef90_A0A829BU80
contig_154	cds	2159	2287	+	EOLKCF_01835		(pseudo) hypothetical protein	SO:0001217, UniRef:UniRef50_A0A829BY81, UniRef:UniRef90_UPI0004B71208
contig_154	cds	2559	2948	+	EOLKCF_01840	fabZ	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ	RefSeq:WP_002261947.1, SO:0001217, UniParc:UPI00000E2F33, UniRef:UniRef100_A0A2J9QEY9, UniRef:UniRef50_I7J8X3, UniRef:UniRef90_A0A2J9QEY9
contig_154	cds	3035	3412	+	EOLKCF_01845		hypothetical protein	RefSeq:WP_002270735.1, SO:0001217, UniParc:UPI000268A92D, UniRef:UniRef100_UPI000268A92D, UniRef:UniRef50_J3AIW8, UniRef:UniRef90_A0A2J9QF05
contig_156	cds	773	1279	-	EOLKCF_01850		hypothetical protein	PFAM:PF00532.25
contig_157	cds	163	822	+	EOLKCF_01855	trkA	Trk/Ktr K+ transport system regulatory component TrkA/KtrA/KtrC, RCK domain	COG:COG0569, COG:PT, SO:0001217, UniRef:UniRef50_A0A2X3VMW8, UniRef:UniRef90_A0A1L7LI54
contig_157	cds	910	1323	-	EOLKCF_01860	ribN	Riboflavin transporter RibN, EamA domain	COG:COG2510, COG:H, RefSeq:WP_002268555.1, SO:0001217, UniParc:UPI000264ED81, UniRef:UniRef100_UPI000264ED81, UniRef:UniRef50_A0A3C0J6A1, UniRef:UniRef90_Q8DT35
